Pos.;Art;Typ;Identifikation;Inventarnummer;Barcode
252;Gefahrgutausrüstung;Schläuche für Gefahrguteinsätze;Schlauch Gefahrgut 04;;
253;Gefahrgutausrüstung;Schläuche für Gefahrguteinsätze;Schlauch Gefahrgut 03;;
254;Gefahrgutausrüstung;Schläuche für Gefahrguteinsätze;Schlauch Gefahrgut 02;;
255;Gefahrgutausrüstung;Schläuche für Gefahrguteinsätze;Schlauch Gefahrgut 06;;
256;Gefahrgutausrüstung;Schläuche für Gefahrguteinsätze;Saugleitung für Gefahrgut 03;;
257;Gefahrgutausrüstung;Sonstiges (Gefahrgutausrüstung);Chemieschutzanzug 01;;
258;Gefahrgutausrüstung;Sonstiges (Gefahrgutausrüstung);Chemieschutzanzug 04;;
259;Gefahrgutausrüstung;Sonstiges (Gefahrgutausrüstung);Chemieschutzanzug 02;;
260;Gefahrgutausrüstung;Sonstiges (Gefahrgutausrüstung);Chemieschutzanzug 03;;
261;Gefahrgutausrüstung;Zurrgurte / Ratschengurte;Ratschengurt 10-48-2 01;;2000000352
262;Gefahrgutausrüstung;Zurrgurte / Ratschengurte;Ratschengurt 10-48-2 03;;2000000354
263;Gefahrgutausrüstung;Zurrgurte / Ratschengurte;Ratschengurt 10-48-2 02;;2000000579
264;Gefahrgutausrüstung;Zurrgurte / Ratschengurte;Ratschengurt 10-48-2 04;;2000000355
265;Gerätehausausstattung;Abgasabsauganlage;Abgasabsauganlage, Zug 2;;
266;Gerätehausausstattung;EDV-Ausstattung;Drucker Gerätehaus 01;;2000000606
267;Gerätehausausstattung;EDV-Ausstattung;Drucker Gerätehaus 02;;2000000607
268;Gerätehausausstattung;EDV-Ausstattung;Laptop Gerätehaus 01;;R6300764
269;Gerätehausausstattung;EDV-Ausstattung;Tablet 10-11-2 01;;2000000285
270;Gerätehausausstattung;EDV-Ausstattung;Tablet 10-48-2 01;;2000000286
271;Gerätehausausstattung;EDV-Ausstattung;Tablet 10-23-2 01;;2000000287
272;Gerätehausausstattung;Flurförderfahrzeuge;Hubwagen 10-00-2 01;2000000671;2000000671
273;Gerätehausausstattung;Kraftstoff - Trolley;Kraftstofftrolley GH 01;2000000743;2000000743
274;Gerätehausausstattung;Nebelmaschinen;Nebelmaschine 01;;2000000496
275;Gerätehausausstattung;Sonstiges (Gerätehausausstattung);Heizung Viessmann;;
276;Gerätehausausstattung;Sonstiges (Gerätehausausstattung);Lautsprecher 01;;2000000813
277;Gerätehausausstattung;Tore, kraftbetätigt;Rolltore ( 2 ), Zug 2;2000000666;2000000666
278;Gerätehausausstattung;Tore, kraftbetätigt;Rolltore ( 5 ), Zug 2;2000000669;2000000669
279;Gerätehausausstattung;Tore, kraftbetätigt;Rolltore ( 1 ), Zug 2;2000000665;2000000665
280;Gerätehausausstattung;Tore, kraftbetätigt;Rolltore ( 3 ), Zug 2;2000000667;2000000667
281;Gerätehausausstattung;Tore, kraftbetätigt;Rolltore ( 4 ), Zug 2;2000000668;2000000668
282;Gerätehausausstattung;Transponder Schließsystem;Trans 054, Zug 2;Trans 054;02XCC89
283;Gerätehausausstattung;Transponder Schließsystem;Trans 088, Zug 2;Trans 088;1X52CM
284;Gerätehausausstattung;Transponder Schließsystem;Trans 200, Zug 2;03X8D0S;03X8D0S
285;Gerätehausausstattung;Transponder Schließsystem;Trans 053, Zug 2;Trans 053;02XBEMP
286;Gerätehausausstattung;Transponder Schließsystem;Trans 056, Zug 2;Trans 056;01XF37M
287;Gerätehausausstattung;Transponder Schließsystem;Trans 055, Zug 2;Trans 055;02XC05D
288;Hydraulische Geräte;Motorpumpen-Aggregat (Elektromotor);Hydraulikpumpe 10-48-2 01;2000000768;2000000768
289;Hydraulische Geräte;Motorpumpen-Aggregat (Elektromotor);Hydraulikpumpe 10-64-2 01;2000000004;2000000004
290;Hydraulische Geräte;Rettungszylinder;Rettungszylinder 10-48-2 02;41226521;2000000002
291;Hydraulische Geräte;Rettungszylinder;Rettungszylinder 10-48-2 03;41226531;2000000003
292;Hydraulische Geräte;Rettungszylinder;Rettungszylinder 10-48-2 01;41226511;2000000001
293;Hydraulische Geräte;Schneidgeräte;Rettungsschere 10-64-2 01;2000000005;2000000005
294;Hydraulische Geräte;Schneidgeräte;Rettungsschere 10-48-2 01;2000000766;2000000766
295;Hydraulische Geräte;Schneidgeräte;Rettungsschere 10-48-2 02;41226911;2000000012
296;Hydraulische Geräte;Schwelleraufsatz;Schwelleraufsatz 10-48-2 01;;2000000031
297;Hydraulische Geräte;Spreizer;Spreizer 10-48-2 01;2000000767;2000000767
298;Hydraulische Geräte;Spreizer;Spreizer 10-64-2 01;2000000006;2000000006
299;IuK-Technik;Drucker / Scanner / Fax;Drucker 10-11-2 01;;2000000247
300;IuK-Technik;PC  / Car-PC;PC 10-11-2 02;;R6216683
301;IuK-Technik;PC  / Car-PC;PC 10-11-2 01;;R6216685
302;IuK-Technik;Router / Switch / Gateway / Firewall;Router 10-11-2 01;;2000000284
303;Löschgeräte / Armaturen;Feuerlöscher CO2;Feuerlöscher CO2 10-48-2 01;2000000826;2000000826
304;Löschgeräte / Armaturen;Feuerlöscher CO2;Feuerlöscher CO2 2kg Schlauchl.;2000000551;2000000551
305;Löschgeräte / Armaturen;Feuerlöscher CO2;Feuerlöscher CO2 5kg Schlauchlager;2000000485;2000000485
306;Löschgeräte / Armaturen;Feuerlöscher CO2;Feuerlöscher CO2 10-23-2,2;2000000158;2000000158
307;Löschgeräte / Armaturen;Feuerlöscher CO2;Feuerlöscher CO2 10-23-2,1;2000000159;2000000159
308;Löschgeräte / Armaturen;Feuerlöscher PG 12;Feuerlöscher PG12 10-11-2;2000000494;2000000494
309;Löschgeräte / Armaturen;Feuerlöscher PG 12;Feuerlöscher PG12 GH Zug2 Werkst.;2000000431;2000000431
310;Löschgeräte / Armaturen;Feuerlöscher PG 12;Feuerlöscher PG12 10-17-2;2000000495;2000000495
311;Löschgeräte / Armaturen;Feuerlöscher PG 12;Feuerlöscher PG12 10-23-2;2000000157;2000000157
312;Löschgeräte / Armaturen;Feuerlöscher PG 12;Feuerlöscher PG12 GH Zug2 Keller 01;2000000825;2000000825
313;Löschgeräte / Armaturen;Feuerlöscher PG 6;Feuerlöscher PG6 10-48-2,2;2000000091;2000000091
314;Löschgeräte / Armaturen;Feuerlöscher PG 6;Feuerlöscher PG6 10-48-2,1;2000000090;2000000090
315;Löschgeräte / Armaturen;Feuerlöscher PG 6;Feuerlöscher PG6 Schlauchlager;2000000483;2000000483
316;Löschgeräte / Armaturen;Feuerlöscher PG 6;Feuerlöscher PG6 GH;2000000281;2000000281
317;Löschgeräte / Armaturen;Feuerlöscher SK 9;Feuerlöscher SK9 10-64-2;2000000217;2000000217
318;Löschgeräte / Armaturen;Feuerlöscher SK 9;Schaumlöscher 01 10-48-2;;2000000089
319;Löschgeräte / Armaturen;Feuerlöscher SK 9;Feuerlöscher SK9 Fahrzeughalle Nr10;2000000744;2000000744
320;Löschgeräte / Armaturen;Hohlstrahlrohre, allgemein;Hohlstrahlrohr B 01;;2000000042
321;Löschgeräte / Armaturen;Hohlstrahlrohre, allgemein;Hohlstrahlrohr C 04 10-48-2;;2000000039
322;Löschgeräte / Armaturen;Hohlstrahlrohre, allgemein;Hohlstrahlrohr C 07 10-48-2;2000000763;2000000763
323;Löschgeräte / Armaturen;Hohlstrahlrohre, allgemein;Hohlstrahlrohr C 02 10-23-2;;2000000131
324;Löschgeräte / Armaturen;Hohlstrahlrohre, allgemein;Hohlstrahlrohr C 05 10-48-2;;2000000041
325;Löschgeräte / Armaturen;Hohlstrahlrohre, allgemein;Hohlstrahlrohr C 02 10-48-2;;2000000038
326;Löschgeräte / Armaturen;Hohlstrahlrohre, allgemein;Hohlstrahlrohr C 01 10-23-2;;2000000145
327;Löschgeräte / Armaturen;Hohlstrahlrohre, allgemein;Hohlstrahlrohr C 03 10-48-2;;2000000040
328;Löschgeräte / Armaturen;Hohlstrahlrohre, allgemein;Hohlstrahlrohr C 03 10-23-2;;2000000357
329;Löschgeräte / Armaturen;Hohlstrahlrohre, allgemein;Hohlstrahlrohr C 06 10-48-2;;2000000356
330;Löschgeräte / Armaturen;Hohlstrahlrohre, allgemein;Hohlstrahlrohr C 01;2000000037;2000000037
331;Löschgeräte / Armaturen;Hohlstrahlrohre, allgemein;Hohlstrahlrohr B 02;;2000000043
332;Löschgeräte / Armaturen;Kübelspritze A10;Kübelspritze 02;;2000000092
333;Löschgeräte / Armaturen;Kübelspritze A10;Kübelspritze 03;;2000000586
334;Löschgeräte / Armaturen;Löschdecken, Schweißerschutzdecken;Löschdecke 02;;2000000433
335;Löschgeräte / Armaturen;Löschdecken, Schweißerschutzdecken;Löschdecke 01;;
336;Löschgeräte / Armaturen;Löschlanze;Löschlanze 01;;
337;Löschgeräte / Armaturen;Monitore, Hydroschilder;Monitor 01 10-23-2;;2000000134
338;Löschgeräte / Armaturen;Monitore, Hydroschilder;Verbindungsstück für Dachmonitor;;2000000272
339;Löschgeräte / Armaturen;Monitore, Hydroschilder;Monitor 01 10-48-2;;2000000267
340;Löschgeräte / Armaturen;Rauchabschlüsse;Rauchabschluss 01 10-23-2;;2000000136
341;Löschgeräte / Armaturen;Rauchabschlüsse;Rauchabschluss 02;;2000000047
342;Löschgeräte / Armaturen;Rückflussverhinderer / Systemtrenner;Rückflussverhinderer 03;;2000000099
343;Löschgeräte / Armaturen;Rückflussverhinderer / Systemtrenner;Rückflussverhinderer 02;;2000000147
344;Löschgeräte / Armaturen;Rückflussverhinderer / Systemtrenner;Rückflussverhinderer 04;;2000000097
345;Löschgeräte / Armaturen;Rückflussverhinderer / Systemtrenner;Rückflussverhinderer 01 10-23-2;;2000000135
346;Löschgeräte / Armaturen;Saugkörbe und Zubehör für Löschgeräte / Armarturen;Saugkorb 02 10-48-2;;2000000048
347;Löschgeräte / Armaturen;Saugkörbe und Zubehör für Löschgeräte / Armarturen;Schmutzkorb 03;;
348;Löschgeräte / Armaturen;Saugkörbe und Zubehör für Löschgeräte / Armarturen;Saugkorb 01 10-48-2;;2000000358
349;Löschgeräte / Armaturen;Saugkörbe und Zubehör für Löschgeräte / Armarturen;Schmutzkorb 01 10-48-2;;
350;Löschgeräte / Armaturen;Saugkörbe und Zubehör für Löschgeräte / Armarturen;Saugkorb 04;;2000000434
351;Löschgeräte / Armaturen;Saugkörbe und Zubehör für Löschgeräte / Armarturen;Schmutzkorb 01 10-23-2;;
352;Löschgeräte / Armaturen;Saugkörbe und Zubehör für Löschgeräte / Armarturen;Schwimmer für Saugkorb 01 10-23-2;;2000000359
353;Löschgeräte / Armaturen;Saugkörbe und Zubehör für Löschgeräte / Armarturen;Saugkorb 01 10-23-2;;2000000297
354;Löschgeräte / Armaturen;Saugschläuche;Saugschlauch 02;;
355;Löschgeräte / Armaturen;Saugschläuche;Saugschlauch 01;;
356;Löschgeräte / Armaturen;Saugschläuche;Saugschlauch 03;;
357;Löschgeräte / Armaturen;Saugschläuche;Saugschlauch 04;;
358;Löschgeräte / Armaturen;Saugschläuche;Saugschlauch 05;;
359;Löschgeräte / Armaturen;Saugschläuche;Saugschlauch 06;;
360;Löschgeräte / Armaturen;Saugschläuche;Saugschlauch 07;;
361;Löschgeräte / Armaturen;Saugschläuche;Saugschlauch 08;;
362;Löschgeräte / Armaturen;Saugschläuche;Saugschlauch 09;;
363;Löschgeräte / Armaturen;Saugschläuche;Saugschlauch 10;;
364;Löschgeräte / Armaturen;Saugschläuche;Saugschlauch 11;;
365;Löschgeräte / Armaturen;Saugschläuche;Saugschlauch 12;;
366;Löschgeräte / Armaturen;Saugschläuche;Saugschlauch 13;;
367;Löschgeräte / Armaturen;Saugschläuche;Saugschlauch 14;;
368;Löschgeräte / Armaturen;Saugschläuche;Saugschlauch 15;;
369;Löschgeräte / Armaturen;Saugschläuche;Saugschlauch 16;;
370;Löschgeräte / Armaturen;Saugschläuche;Saugschlauch 17;;
371;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Schaummittelkanister 03 10-23-2;;2000000293
372;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Schaummittelkanister 02 10-23-2;;2000000292
373;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Ansaugschlauch D 02;;2000000298
374;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Schaumrohr 03;;2000000180
375;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Schaumrohr 01;;2000000161
376;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Firedos 01;;2000000437
377;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Schaumrohr 02;;2000000163
378;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Schaumrohr 02 10-48-2;;2000000081
379;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Schaumrohr 01 10-48-2;;2000000271
380;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Schaumrohr 06;;2000000435
381;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Schaumrohr 07;;2000000436
382;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Schaumrohr 08;;2000000438
383;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Ansaugschlauch D 01;;2000000087
384;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Ansaugschlauch D 03;;2000000439
385;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Schaummittelkanister 04 10-23-2;;2000000294
386;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Zumischer 01;;2000000162
387;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Schaummittelkanister 05 10-23-2;;2000000295
388;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Schaummittelkanister 06 10-23-2;;2000000296
389;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Ansaugschlauch D 04;;
390;Löschgeräte / Armaturen;Schaumgeräte, allgemein;Schaummittelkanister 01 10-23-2;;2000000291
391;Löschgeräte / Armaturen;Schlauchhaspel;Schlauchhaspel 01 10-23-2;;2000000299
392;Löschgeräte / Armaturen;Schlauchhaspel;Schlauchtragekorb 10;;2000000441
393;Löschgeräte / Armaturen;Schlauchhaspel;Waldbrandkorb 10-23-1 01;2000000866;2000000866
394;Löschgeräte / Armaturen;Schlauchhaspel;Schlauchtragekorb 03 10-23-2;;2000000144
395;Löschgeräte / Armaturen;Schlauchhaspel;Schlauchtragekorb 02 10-23-2;;2000000143
396;Löschgeräte / Armaturen;Schlauchhaspel;Schlauchtragekorb 01 10-23-2;;2000000142
397;Löschgeräte / Armaturen;Schlauchhaspel;Schlauchtragekorb 04 10-23-2;;2000000141
398;Löschgeräte / Armaturen;Schlauchhaspel;Schlauchtragekorb 04 10-48-2;;2000000102
399;Löschgeräte / Armaturen;Schlauchhaspel;Schlauchtragekorb 08;;2000000440
400;Löschgeräte / Armaturen;Schlauchhaspel;Schlauchtragekorb 03 10-48-2;;2000000103
401;Löschgeräte / Armaturen;Schlauchhaspel;Schlauchtragekorb 02 10-48-2;;2000000104
402;Löschgeräte / Armaturen;Schlauchhaspel;Schlauchtragekorb 01 10-48-2;;2000000101
403;Löschgeräte / Armaturen;Schlauchhaspel;Schlauchhaspel 01 10-48-2;;2000000300
404;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Hydrantenschlüssel 02;;2000000016
405;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Schachtdeckelheber 01;;
406;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Schachtdeckelheber 02;;
407;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Schachtdeckelheber 01 10-64-2;;2000000423
408;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Hydrantenschlüssel 08;;2000000444
409;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Hydrantenschlüssel 07;;2000000098
410;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Schachtdeckelheber 03;;
411;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Hydrantenschlüssel 01 10-23-2;;2000000153
412;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Hydrantenschlüssel 05;;2000000443
413;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Hydrantenschlüssel 02 10-23-2;;2000000301
414;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Hydrantenschlüssel 01;;2000000152
415;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Kupplungsschlüssel 04;;2000000150
416;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Kupplungsschlüssel 03;;2000000149
417;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Kupplungsschlüssel 09;2000000837;2000000837
418;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Kupplungsschlüssel 06;2000000834;2000000834
419;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Kupplungsschlüssel 02;;2000000044
420;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Kupplungsschlüssel 01;;2000000045
421;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Kupplungsschlüssel 05;;2000000046
422;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Kupplungsschlüssel 07;2000000835;2000000835
423;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Kupplungsschlüssel 08;2000000836;2000000836
424;Löschgeräte / Armaturen;Schlüssel, Schachtdeckelheber;Hydrantenschlüssel 03;;2000000442
425;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 13;;
426;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 19;2000000840;2000000840
427;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 18;2000000839;2000000839
428;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 17;2000000838;2000000838
429;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 16;;
430;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 15;;
431;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Reduzierstück B/C 01 10-23-2;;2000000303
432;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Reduzierstück B/C 02 10-23-2;;2000000304
433;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Reduzierstück B/C 03 10-23-2;;2000000305
434;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 20;2000000841;2000000841
435;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 08;;
436;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Reduzierstück A/B 01 10-23-2;;2000000302
437;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 07;;
438;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 06;;
439;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 05;;
440;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 04;;
441;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 03;;
442;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 01;;
443;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Nebellöschsystem 01 10-23-2;;2000000132
444;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Reduzierstück B/C 02 10-48-2;;2000000361
445;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Reduzierstück B/C 01 10-48-2;;2000000360
446;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 09;;
447;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Reduzierstück B/C 01 10-64-2;;2000000422
448;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Reduzierstück C/D 02 10-48-2;;2000000363
449;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Reduzierstück C/D 01 10-23-2;;2000000306
450;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Reduzierstück C/D 01 10-48-2;;2000000362
451;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Reduzierstück C/D 01 10-64-2;;2000000420
452;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 14;;
453;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 02;;
454;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 11;;
455;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 10;;
456;Löschgeräte / Armaturen;Sonstiges (Löschgeräte / Armaturen);Schlauchhalter 12;;
457;Löschgeräte / Armaturen;Standrohre;Standrohr 02;;2000000094
458;Löschgeräte / Armaturen;Standrohre;Standrohr 01;;2000000151
459;Löschgeräte / Armaturen;Strahlrohre, allgemein;Mehrzweckstrahlrohr 02 10-23-2;;2000000146
460;Löschgeräte / Armaturen;Strahlrohre, allgemein;Mehrzweckstrahlrohr 01 10-23-2;;2000000138
461;Löschgeräte / Armaturen;Strahlrohre, allgemein;Mehrzweckstrahlrohr 03 10-23-2;;2000000307
462;Löschgeräte / Armaturen;Strahlrohre, allgemein;Mehrzweckstrahlrohr 05;;2000000445
463;Löschgeräte / Armaturen;Strahlrohre, allgemein;Mehrzweckstrahlrohr 04 10-23-2;;2000000309
464;Löschgeräte / Armaturen;Strahlrohre, allgemein;Mehrzweckstrahlrohr 05 10-23-2;;2000000308
465;Löschgeräte / Armaturen;Stützkrümmer, Krümmer, Schlauchabsperrungen;Schlauchabsperrung  03;;2000000449
466;Löschgeräte / Armaturen;Stützkrümmer, Krümmer, Schlauchabsperrungen;Schlauchabsperrung  06;;2000000452
467;Löschgeräte / Armaturen;Stützkrümmer, Krümmer, Schlauchabsperrungen;Stützkrümmer 04;;2000000446
468;Löschgeräte / Armaturen;Stützkrümmer, Krümmer, Schlauchabsperrungen;Absperrhahn 01 10-64-2;;2000000421
469;Löschgeräte / Armaturen;Stützkrümmer, Krümmer, Schlauchabsperrungen;Schlauchabsperrung  02;;2000000448
470;Löschgeräte / Armaturen;Stützkrümmer, Krümmer, Schlauchabsperrungen;Schlauchabsperrung  05;;2000000451
471;Löschgeräte / Armaturen;Stützkrümmer, Krümmer, Schlauchabsperrungen;Stützkrümmer 02 10-48-2;;2000000049
472;Löschgeräte / Armaturen;Stützkrümmer, Krümmer, Schlauchabsperrungen;Stützkrümmer 01 10-23-2;;2000000310
473;Löschgeräte / Armaturen;Stützkrümmer, Krümmer, Schlauchabsperrungen;Stützkrümmer 01 10-48-2;;2000000050
474;Löschgeräte / Armaturen;Stützkrümmer, Krümmer, Schlauchabsperrungen;Schlauchabsperrung  10-23-2 01;;2000000497
475;Löschgeräte / Armaturen;Stützkrümmer, Krümmer, Schlauchabsperrungen;Schlauchabsperrung  04;;2000000450
476;Löschgeräte / Armaturen;Stützkrümmer, Krümmer, Schlauchabsperrungen;Schlauchabsperrung  01;;2000000447
477;Löschgeräte / Armaturen;Stützkrümmer, Krümmer, Schlauchabsperrungen;Absperrhahn 01;;2000000096
478;Löschgeräte / Armaturen;Verteiler / Sammelstücke;Sammelstück 01;;2000000148
479;Löschgeräte / Armaturen;Verteiler / Sammelstücke;Verteiler CBC 03;;2000000051
480;Löschgeräte / Armaturen;Verteiler / Sammelstücke;Verteiler CBC 04;;2000000088
481;Löschgeräte / Armaturen;Verteiler / Sammelstücke;Verteiler CBC 05;;2000000453
482;Löschgeräte / Armaturen;Verteiler / Sammelstücke;Verteiler CBC 06;;2000000454
483;Löschgeräte / Armaturen;Verteiler / Sammelstücke;Sammelstück 02;;2000000100
484;Löschgeräte / Armaturen;Verteiler / Sammelstücke;Verteiler CBC 02 10-23-2;;2000000140
485;Löschgeräte / Armaturen;Verteiler / Sammelstücke;Verteiler CBC 01 10-23-2;;2000000311
486;Maschinen;Akkus für akkubetriebene Werkzeuge;Milwaukee Akku 10-64-2 02;2000000850;2000000850
487;Maschinen;Akkus für akkubetriebene Werkzeuge;Milwaukee Akku 10-64-2 01;2000000849;2000000849
488;Maschinen;Bohrmaschinen;Bohrmaschine 01 10-64-2;;2000000643
489;Maschinen;Elektrokettensägen;Elektrokettensäge 01 10-64-2;;2000000647
490;Maschinen;Ladegeräte für Akkuwerkzeuge;Spannungswandler mob. 01;2000000868;2000000868
491;Maschinen;Ladegeräte für Akkuwerkzeuge;Milwaukee Ladegerät 10-64-2 02;2000000865;2000000865
492;Maschinen;Ladegeräte für Akkuwerkzeuge;Milwaukee Ladegerät 10-64-2 01;2000000848;2000000848
493;Maschinen;Ladegeräte für Akkuwerkzeuge;Spannungswandler mob. 02;2000000869;2000000869
494;Maschinen;Motorkettensägen;Motorkettensäge 01 10-48-2;;2000000060
495;Maschinen;Motorkettensägen;Motorkettensäge GH Zug2  03;;2000000455
496;Maschinen;Motorkettensägen;Motorkettensäge 01 10-64-2;;2000000237
497;Maschinen;Motorkettensägen;Motorkettensäge 01 10-23-2;;2000000155
498;Maschinen;Rettungssägen;Rettungskettensäge 02 10-48-2;;2000000818
499;Maschinen;Sägen;Säbelsäge Bosch 01 10-48-2;;2000000058
500;Maschinen;Sägen;Säbelsäge Bosch 01 10-64-2 01;;2000000640
501;Maschinen;Trennen, Zubehör;Trennscheibe 21;;
502;Maschinen;Trennen, Zubehör;Trennscheibe 23;;
503;Maschinen;Trennen, Zubehör;Trennscheibe 25;;
504;Maschinen;Trennen, Zubehör;Trennscheibe 27;;
505;Maschinen;Trennen, Zubehör;Trennscheibe 28;;
506;Maschinen;Trennen, Zubehör;Trennscheibe 29;;
507;Maschinen;Trennen, Zubehör;Trennscheibe 05;;
508;Maschinen;Trennen, Zubehör;Trennscheibe 09;;
509;Maschinen;Trennen, Zubehör;Trennscheibe 12;;
510;Maschinen;Trennen, Zubehör;Trennscheibe 11;;
511;Maschinen;Trennen, Zubehör;Trennscheibe 06;;
512;Maschinen;Trennen, Zubehör;Trennscheibe 08;;
513;Maschinen;Trennen, Zubehör;Trennscheibe 07;;
514;Maschinen;Trennen, Zubehör;Trennscheibe 01;;
515;Maschinen;Trennen, Zubehör;Trennscheibe 03;;
516;Maschinen;Trennen, Zubehör;Trennscheibe 02;;
517;Maschinen;Trennen, Zubehör;Trennscheibe 04;;
518;Maschinen;Trennen, Zubehör;Trennscheibe 10;;
519;Maschinen;Trennen, Zubehör;Trennscheibe 13;;
520;Maschinen;Trennen, Zubehör;Trennscheibe 24;;
521;Maschinen;Trennen, Zubehör;Trennscheibe 26;;
522;Maschinen;Trennen, Zubehör;Trennscheibe 18;;
523;Maschinen;Trennen, Zubehör;Trennscheibe 19;;
524;Maschinen;Trennen, Zubehör;Trennscheibe 14;;
525;Maschinen;Trennen, Zubehör;Trennscheibe 20;;
526;Maschinen;Trennen, Zubehör;Trennscheibe 22;;
527;Maschinen;Trennen, Zubehör;Trennscheibe 17;;
528;Maschinen;Trennen, Zubehör;Trennscheibe 16;;
529;Maschinen;Trennen, Zubehör;Trennscheibe 15;;
530;Maschinen;Trennschleifer mit Elektromotor;Trennschleifer 10-23-2 01;;2000000600
531;Maschinen;Trennschleifer mit Elektromotor;Trennschleifer 01 10-64-2;;2000000641
532;Maschinen;Trennschleifer mit Elektromotor;Trennschleifer 10-48-2 01;;2000000605
533;Rettungsdienst;Beatmung;Druckminderer O² Oxybag 10-48-2;2000000550;2000000550
